t_s,x_east,y_north,v_east,v_north,a_cmd,path_idx,cte_m
1.825059914588928223e+01,8.338121032714843750e+01,-1.837107896804809570e+00,4.967400074005126953e+00,-8.210068941116333008e-02,2.168330679697158536e-01,1.680000000000000000e+02,2.412763446041522597e-01
1.850354313850402832e+01,8.464802551269531250e+01,-1.853918790817260742e+00,4.962998867034912109e+00,-4.579676315188407898e-02,3.035406359052753023e-01,1.700000000000000000e+02,5.649313207066475329e-02
1.875440812110900879e+01,8.589633178710937500e+01,-1.859794378280639648e+00,4.959027767181396484e+00,1.450456795282661915e-03,3.967924497383941707e-01,1.730000000000000000e+02,2.219148001154706284e-01
1.900528526306152344e+01,8.714338684082031250e+01,-1.852212190628051758e+00,4.957662105560302734e+00,6.420581042766571045e-02,4.731127707382490888e-01,1.750000000000000000e+02,1.113877237150863730e-01
1.924991202354431152e+01,8.838654327392578125e+01,-1.827588081359863281e+00,4.956462860107421875e+00,1.427689343690872192e-01,5.720771985775685575e-01,1.780000000000000000e+02,2.616358681335095304e-01
1.950505709648132324e+01,8.963244628906250000e+01,-1.782218098640441895e+00,4.953946590423583984e+00,2.364028990268707275e-01,6.548789973663997621e-01,1.800000000000000000e+02,2.333591593335210823e-01
1.975371909141540527e+01,9.087313842773437500e+01,-1.713012814521789551e+00,4.947937488555908203e+00,3.449956774711608887e-01,7.529760460502875619e-01,1.830000000000000000e+02,3.355268495504642456e-01
2.000363111495971680e+01,9.210758209228515625e+01,-1.614692807197570801e+00,4.936430454254150391e+00,4.690484404563903809e-01,8.338263313888185646e-01,1.850000000000000000e+02,3.461495182301908557e-01
2.024969506263732910e+01,9.334156036376953125e+01,-1.483476877212524414e+00,4.923106193542480469e+00,6.091789603233337402e-01,9.218366411743245115e-01,1.880000000000000000e+02,3.365301073453138558e-01
2.049981617927551270e+01,9.457566070556640625e+01,-1.315156936645507812e+00,4.905888080596923828e+00,7.638835906982421875e-01,1.000033433359662993e+00,1.900000000000000000e+02,3.675394797385809764e-01
2.075584101676940918e+01,9.581266021728515625e+01,-1.104960441589355469e+00,4.879816055297851562e+00,9.336524009704589844e-01,1.075781170852348589e+00,1.930000000000000000e+02,2.570194804907128261e-01
2.100434613227844238e+01,9.703078460693359375e+01,-8.529301881790161133e-01,4.846096038818359375e+00,1.113057136535644531e+00,1.140214927395492461e+00,1.960000000000000000e+02,2.645985607250897487e-01
2.125368809700012207e+01,9.823548889160156250e+01,-5.558556318283081055e-01,4.802174568176269531e+00,1.301818132400512695e+00,1.169532362379305690e+00,1.980000000000000000e+02,1.444802037902105651e-01
2.150030517578125000e+01,9.943206787109375000e+01,-2.086289525032043457e-01,4.747655868530273438e+00,1.499539613723754883e+00,1.193747137057668439e+00,2.010000000000000000e+02,1.215936932462440834e-01
2.174780511856079102e+01,1.006101913452148438e+02,1.873337626457214355e-01,4.683838367462158203e+00,1.697654247283935547e+00,1.172418946860338318e+00,2.030000000000000000e+02,1.502742583533463183e-01
2.199737715721130371e+01,1.017788085937500000e+02,6.361516118049621582e-01,4.610037326812744141e+00,1.895036578178405762e+00,1.166528433453618785e+00,2.060000000000000000e+02,2.410175465807273543e-01
2.225027298927307129e+01,1.029224243164062500e+02,1.130475282669067383e+00,4.527234077453613281e+00,2.082792758941650391e+00,1.151307367355634215e+00,2.080000000000000000e+02,3.184238581619066033e-01
2.249883317947387695e+01,1.040507354736328125e+02,1.674187183380126953e+00,4.435956954956054688e+00,2.266128540039062500e+00,1.080639768302258164e+00,2.110000000000000000e+02,4.918699946826183278e-01
2.275575232505798340e+01,1.051618881225585938e+02,2.267083168029785156e+00,4.339428424835205078e+00,2.443194150924682617e+00,1.042544178311049619e+00,2.130000000000000000e+02,5.821293554835282880e-01
2.300126314163208008e+01,1.062377929687500000e+02,2.896897315979003906e+00,4.245060920715332031e+00,2.605395317077636719e+00,9.550231427194411093e-01,2.150000000000000000e+02,7.600405851610685382e-01
2.325498604774475098e+01,1.072900161743164062e+02,3.566027641296386719e+00,4.149579048156738281e+00,2.758903264999389648e+00,9.055023202049199416e-01,2.180000000000000000e+02,9.069124401326946749e-01
2.349984526634216309e+01,1.083160552978515625e+02,4.269216537475585938e+00,4.058318614959716797e+00,2.898916959762573242e+00,8.093808890824160107e-01,2.200000000000000000e+02,1.076443788328542928e+00
2.374974703788757324e+01,1.093264770507812500e+02,5.011590003967285156e+00,3.967156171798706055e+00,3.030978679656982422e+00,7.521285662705307073e-01,2.230000000000000000e+02,1.227038097648876391e+00
2.399963712692260742e+01,1.103058776855468750e+02,5.778370857238769531e+00,3.880136966705322266e+00,3.147433280944824219e+00,6.507471526971981834e-01,2.250000000000000000e+02,1.323354166536687915e+00
2.425389790534973145e+01,1.112684097290039062e+02,6.577224731445312500e+00,3.795379400253295898e+00,3.253643989562988281e+00,5.874522592347621863e-01,2.280000000000000000e+02,1.399150409541843443e+00
2.449801397323608398e+01,1.122142562866210938e+02,7.404526233673095703e+00,3.717643260955810547e+00,3.345846414566040039e+00,4.878580279786312035e-01,2.300000000000000000e+02,1.430827472496886354e+00
2.475284004211425781e+01,1.131513214111328125e+02,8.263070106506347656e+00,3.642309904098510742e+00,3.427047729492187500e+00,4.233040785382950477e-01,2.330000000000000000e+02,1.440358054290133305e+00
2.500429797172546387e+01,1.140570220947265625e+02,9.127426147460937500e+00,3.575687885284423828e+00,3.494273900985717773e+00,3.287190564427274198e-01,2.350000000000000000e+02,1.424836704442928426e+00
2.525595593452453613e+01,1.149482116699218750e+02,1.000742816925048828e+01,3.518664598464965820e+00,3.553712368011474609e+00,2.673783422199940696e-01,2.380000000000000000e+02,1.383174001249104723e+00
2.550475120544433594e+01,1.158240280151367188e+02,1.089905643463134766e+01,3.471451759338378906e+00,3.604180812835693359e+00,1.836459495367301076e-01,2.400000000000000000e+02,1.330508070066306114e+00
2.575041723251342773e+01,1.166922073364257812e+02,1.180607223510742188e+01,3.431443214416503906e+00,3.647354841232299805e+00,1.261244178423104600e-01,2.430000000000000000e+02,1.250629505758161120e+00
2.600157809257507324e+01,1.175491867065429688e+02,1.272095203399658203e+01,3.398538827896118164e+00,3.680441617965698242e+00,5.353540301368519411e-02,2.450000000000000000e+02,1.172462781114504526e+00
2.625021409988403320e+01,1.184002075195312500e+02,1.364401149749755859e+01,3.370783329010009766e+00,3.704202175140380859e+00,1.954815261694231761e-03,2.480000000000000000e+02,1.064917405344741663e+00
2.650025391578674316e+01,1.192491455078125000e+02,1.457604122161865234e+01,3.350445508956909180e+00,3.719815492630004883e+00,-5.653938698126397683e-02,2.500000000000000000e+02,9.759104687305555359e-01
2.674963808059692383e+01,1.200964355468750000e+02,1.551482677459716797e+01,3.336359500885009766e+00,3.728325366973876953e+00,-1.060651802648455710e-01,2.530000000000000000e+02,8.463983917969093440e-01
2.700315999984741211e+01,1.209468002319335938e+02,1.646124458312988281e+01,3.328663110733032227e+00,3.728954553604125977e+00,-1.430202032424207070e-01,2.550000000000000000e+02,7.660472567556212420e-01
2.725041007995605469e+01,1.217883605957031250e+02,1.739871025085449219e+01,3.325759172439575195e+00,3.722630262374877930e+00,-1.765230196120854411e-01,2.580000000000000000e+02,6.157446698469366542e-01
2.750412011146545410e+01,1.226270446777343750e+02,1.833140182495117188e+01,3.327860355377197266e+00,3.711377620697021484e+00,-2.035743301863685017e-01,2.610000000000000000e+02,5.608257279146813268e-01
2.775556707382202148e+01,1.234696426391601562e+02,1.926373672485351562e+01,3.335990905761718750e+00,3.696120500564575195e+00,-2.222986507788786426e-01,2.630000000000000000e+02,3.927088204774319968e-01
