t,x,y,a_cmd,a_sat,cte
7.750000000000000000e+00,5.202076308036460262e+01,-7.678296025528545954e-01,1.299027664840153862e-01,1.299027664840153862e-01,3.151441118075732351e-01
7.800000000000000711e+00,5.234715121431800355e+01,-7.669023674063473184e-01,4.974534131346976945e-02,4.974534131346976945e-02,2.311054883968337026e-01
7.850000000000000533e+00,5.267051418295614695e+01,-7.622565059984822700e-01,6.695478146239312867e-02,6.695478146239312867e-02,2.165696667994605196e-01
7.900000000000000355e+00,5.299428682349442710e+01,-7.588689898105809295e-01,9.191092922696775247e-02,9.191092922696775247e-02,3.144266724449508721e-01
7.950000000000000178e+00,5.331723079555280975e+01,-7.570894940840016130e-01,5.265067738828461269e-02,5.265067738828461269e-02,2.036716656758119082e-01
8.000000000000000000e+00,5.364191551685225789e+01,-7.535755209869238191e-01,8.853852753901837735e-02,8.853852753901837735e-02,2.082677423006240314e-01
8.050000000000000711e+00,5.396506035051971395e+01,-7.522352041859757810e-01,1.827289690966421923e-02,1.827289690966421923e-02,2.865044334362245038e-01
8.099999999999999645e+00,5.428895861737942852e+01,-7.476083182320502063e-01,-2.549237889143982777e-02,-2.549237889143982777e-02,1.780165362907435433e-01
8.150000000000000355e+00,5.461250468103971656e+01,-7.412048994818409842e-01,-5.110507821880312662e-02,-5.110507821880312662e-02,2.012802202621396530e-01
8.200000000000001066e+00,5.493501172216874551e+01,-7.340308147500086422e-01,-8.803127945582914227e-02,-8.803127945582914227e-02,2.507665151232495448e-01
8.250000000000000000e+00,5.525672001204051043e+01,-7.255522566480699931e-01,-1.439172817825090933e-01,-1.439172817825090933e-01,1.404961608965439035e-01
8.300000000000000711e+00,5.557441235297685722e+01,-7.149185017750477877e-01,-1.838536960423600986e-01,-1.838536960423600986e-01,1.966899790489637923e-01
8.349999999999999645e+00,5.589152968089170059e+01,-7.029858330042556558e-01,-2.211331803602755997e-01,-2.211331803602755997e-01,1.970160573239552737e-01
8.400000000000000355e+00,5.620779257452297628e+01,-6.899503768755040900e-01,-3.037701051414974929e-01,-3.037701051414974929e-01,9.368636742784799964e-02
8.450000000000001066e+00,5.652127560362914949e+01,-6.736037605334883605e-01,-2.682587271760701886e-01,-2.682587271760701886e-01,2.119556134316102347e-01
8.500000000000000000e+00,5.683034290700090452e+01,-6.599935155032913281e-01,-3.616796499606991788e-01,-3.616796499606991788e-01,1.231154179479105604e-01
8.550000000000000711e+00,5.714018717423094529e+01,-6.425320980965629758e-01,-3.652697356383134975e-01,-3.652697356383134975e-01,8.456268992377213856e-02
8.599999999999999645e+00,5.745092178518262216e+01,-6.258963023749309906e-01,-3.688457910208667312e-01,-3.688457910208667312e-01,2.340293938812485486e-01
8.650000000000000355e+00,5.775802837991103900e+01,-6.100157148862891399e-01,-4.707135152318897009e-01,-4.707135152318897009e-01,4.424403331531865519e-02
8.700000000000001066e+00,5.806527478087382832e+01,-5.899691790423506887e-01,-4.029534941603988285e-01,-4.029534941603988285e-01,1.479148721582717874e-01
8.750000000000000000e+00,5.837436937969390982e+01,-5.744433195492922861e-01,-3.923494084287802441e-01,-3.923494084287802441e-01,1.699780274408311254e-01
8.800000000000000711e+00,5.868902152795977401e+01,-5.604492434125576406e-01,-4.764227719045184828e-01,-4.764227719045184828e-01,6.619435695399840391e-02
8.849999999999999645e+00,5.900147100468795713e+01,-5.430637348302482792e-01,-4.643883025846039514e-01,-4.643883025846039514e-01,2.193797621193233349e-01
8.900000000000000355e+00,5.931394320087464678e+01,-5.272841372539175397e-01,-5.147032205319398424e-01,-5.147032205319398424e-01,1.507960324829439314e-01
8.950000000000001066e+00,5.962715143071003610e+01,-5.099422750367842427e-01,-4.479986715770855610e-01,-4.479986715770855610e-01,1.443001711390991537e-01
9.000000000000000000e+00,5.994314382509148231e+01,-4.970156371155494690e-01,-5.025969415789610650e-01,-5.025969415789610650e-01,2.799224065835512198e-01
9.050000000000000711e+00,6.026455643299203047e+01,-4.823397024610725503e-01,-4.597925117782488691e-01,-4.597925117782488691e-01,1.720544665254029049e-01
9.099999999999999645e+00,6.058502953686891601e+01,-4.706689088508427821e-01,-4.627726249269034087e-01,-4.627726249269034087e-01,2.049860224865295011e-01
9.150000000000000355e+00,6.090300594769615827e+01,-4.595057471349336398e-01,-4.180316215318347628e-01,-4.180316215318347628e-01,2.810017820812183986e-01
9.200000000000001066e+00,6.121935880817393638e+01,-4.512290801830233233e-01,-4.339657591929719782e-01,-4.339657591929719782e-01,2.017798004115930188e-01
9.250000000000000000e+00,6.153796964431925431e+01,-4.428223282160517194e-01,-4.667330484687366998e-01,-4.667330484687366998e-01,2.589337227349159942e-01
9.300000000000000711e+00,6.185561454240799151e+01,-4.333208938116717701e-01,-4.068621620427921859e-01,-4.068621620427921859e-01,2.804619468003308747e-01
9.349999999999999645e+00,6.217697168881589675e+01,-4.276123517697785203e-01,-4.474874344505914148e-01,-4.474874344505914148e-01,2.336556361361713241e-01
9.400000000000000355e+00,6.249677379835761570e+01,-4.202569395452510070e-01,-4.543404639869277895e-01,-4.543404639869277895e-01,3.056345557293602688e-01
